일시,검색량(건),지역
08,247523,제주특별자치도 제주시
09,216956,제주특별자치도 제주시
10,210445,제주특별자치도 제주시
11,212626,제주특별자치도 제주시
12,219698,제주특별자치도 제주시
01,140303,제주특별자치도 서귀포시
02,135710,제주특별자치도 서귀포시
03,153418,제주특별자치도 서귀포시
04,142202,제주특별자치도 서귀포시
05,155854,제주특별자치도 서귀포시
06,164972,제주특별자치도 서귀포시
07,175350,제주특별자치도 서귀포시
08,179596,제주특별자치도 서귀포시
09,161524,제주특별자치도 서귀포시
10,163777,제주특별자치도 서귀포시
11,164157,제주특별자치도 서귀포시
12,171626,제주특별자치도 서귀포시
